Date,Open,High,Low,Close,Adj Close,Volume
2009-01-02,45.259998,45.910000,44.130001,45.200001,34.148441,3279700
2009-01-05,44.759998,45.009998,43.299999,44.529999,33.642262,5171400
2009-01-06,43.160000,44.320000,42.720001,43.169998,32.614792,5138700
2009-01-07,42.470001,43.119999,41.209999,41.459999,31.322889,5189100
2009-01-08,41.700001,42.630001,40.970001,42.230000,31.904615,4012700
2009-01-09,42.299999,42.720001,41.570000,41.980000,31.715750,3578800
2009-01-12,41.840000,42.639999,40.599998,41.029999,30.998024,3964400
2009-01-13,40.549999,42.099998,40.270000,41.790001,31.572201,4377700
2009-01-14,40.849998,41.520000,39.689999,40.000000,30.219860,5199400
2009-01-15,40.070000,40.700001,38.290001,39.980000,30.204758,6465400
2009-01-16,40.830002,41.740002,39.590000,41.049999,31.013126,5471800
2009-01-20,39.880001,42.700001,38.360001,38.360001,28.980852,9106100
2009-01-21,40.110001,40.950001,38.529999,40.619999,30.688271,7560700
2009-01-22,39.919998,40.500000,38.410000,38.560001,29.131950,7341000
2009-01-23,37.939999,38.389999,36.740002,37.919998,28.648436,6146000
2009-01-26,38.509998,39.349998,37.169998,37.580002,28.391567,6193300
2009-01-27,38.520000,40.389999,38.040001,39.889999,30.136755,11452400
2009-01-28,41.650002,41.830002,39.610001,41.240002,31.156679,10287400
2009-01-29,40.110001,40.650002,39.230000,39.430000,29.789221,5802400
2009-01-30,39.860001,40.150002,38.189999,38.639999,29.192389,5699700
2009-02-02,37.790001,39.139999,37.349998,38.790001,29.305714,4101900
2009-02-03,39.139999,39.560001,38.639999,39.189999,29.607918,4209500
2009-02-04,39.410000,39.459999,38.380001,38.630001,29.184830,4688200
2009-02-05,38.290001,38.980000,38.119999,38.279999,28.920412,6212000
2009-02-06,38.599998,39.910000,38.490002,39.720001,30.008320,6492500
2009-02-09,39.849998,40.810001,39.590000,40.610001,30.680716,3824200
2009-02-10,40.220001,40.959999,38.590000,38.840000,29.343479,8352300
2009-02-11,39.299999,41.040001,38.830002,40.959999,30.945135,5936900
2009-02-12,40.009998,41.849998,39.779999,41.740002,31.534424,6369100
2009-02-13,41.389999,41.750000,40.200001,40.369999,30.499393,5385500
2009-02-17,39.720001,40.020000,38.349998,39.169998,29.592794,7945000
2009-02-18,40.000000,40.189999,38.490002,38.930000,29.411482,6125900
2009-02-19,39.560001,40.000000,38.430000,38.500000,29.086622,6544600
2009-02-20,37.169998,39.009998,36.759998,38.340000,28.965736,8947600
2009-02-23,38.490002,38.709999,37.470001,37.490002,28.323559,7462900
2009-02-24,38.169998,39.330002,37.020000,39.240002,29.645683,9213300
2009-02-25,39.419998,39.419998,37.049999,37.900002,28.633326,8022000
2009-02-26,38.639999,38.700001,36.230000,36.709999,27.734272,7965500
2009-02-27,35.709999,36.970001,35.000000,36.150002,27.311199,8397800
2009-03-02,35.290001,37.099998,35.240002,35.709999,26.978779,8812700
2009-03-03,36.410000,36.660000,34.439999,34.750000,26.253506,7875900
2009-03-04,34.270000,36.320000,34.189999,35.639999,26.925896,7082400
2009-03-05,34.599998,35.490002,33.259998,33.939999,25.641556,8570800
2009-03-06,33.770000,34.660000,33.209999,34.439999,26.251347,9094300
2009-03-09,33.840000,34.750000,33.070000,33.520000,25.550087,6674600
2009-03-10,34.240002,35.689999,33.139999,35.689999,27.204134,10364700
2009-03-11,35.770000,36.130001,34.099998,35.040001,26.708677,7776400
2009-03-12,34.889999,37.279999,33.950001,37.029999,28.225525,9133800
2009-03-13,37.169998,38.450001,36.279999,38.340000,29.224058,7940200
2009-03-16,38.750000,39.869999,38.000000,38.130001,29.063990,9041800
2009-03-17,38.090000,40.180000,37.560001,40.169998,30.618938,7646300
2009-03-18,39.720001,41.169998,38.360001,41.160000,31.373554,11889500
2009-03-19,41.900002,41.900002,39.119999,39.310001,29.963423,7690200
2009-03-20,39.320000,40.110001,38.720001,38.810001,29.582310,7117800
2009-03-23,39.200001,41.049999,39.029999,40.910000,31.182987,10197800
2009-03-24,40.220001,41.070000,38.630001,39.209999,29.887196,8490000
2009-03-25,39.169998,40.259998,38.009998,40.220001,30.657051,8452200
2009-03-26,40.610001,40.720001,39.070000,40.060001,30.535095,9170700
2009-03-27,39.000000,40.119999,38.450001,39.349998,29.993917,7624700
2009-03-30,38.889999,40.369999,38.110001,38.520000,29.361252,9862100
2009-03-31,39.389999,40.799999,38.770000,40.639999,30.977186,9502200
2009-04-01,40.369999,42.450001,39.799999,42.139999,32.120533,9245400
2009-04-02,43.209999,43.860001,41.160000,41.970001,31.990963,10930500
2009-04-03,41.549999,42.650002,41.169998,42.610001,32.478794,7322900
2009-04-06,42.009998,42.459999,41.549999,42.139999,32.120533,5056700
2009-04-07,41.380001,42.639999,41.270000,41.419998,31.571735,6001400
2009-04-08,41.860001,42.860001,41.389999,42.139999,32.120533,6159600
2009-04-09,43.450001,43.939999,40.750000,42.840000,32.654110,12519600
2009-04-13,42.040001,43.959999,42.040001,43.799999,33.385849,6094600
2009-04-14,42.950001,43.459999,41.150002,41.340000,31.510754,7862700
2009-04-15,41.070000,43.730000,40.119999,43.639999,33.263885,6592700
2009-04-16,43.970001,43.970001,42.009998,43.189999,32.920898,6055600
2009-04-17,43.009998,43.680000,41.900002,42.529999,32.417816,7361200
2009-04-20,41.540001,43.000000,40.320000,40.369999,30.771389,7219500
2009-04-21,40.290001,42.779999,40.150002,42.639999,32.501659,7314500
2009-04-22,41.369999,41.939999,39.910000,39.930000,30.436012,8547000
2009-04-23,40.669998,40.759998,39.150002,40.209999,30.649427,6652300
2009-04-24,40.340000,40.580002,38.919998,39.500000,30.108240,9691200
2009-04-27,39.250000,41.130001,39.000000,40.330002,30.740896,6992700
2009-04-28,39.880001,41.590000,39.599998,40.919998,31.190620,4851100
2009-04-29,41.139999,42.689999,41.070000,42.560001,32.440681,6827700
2009-04-30,42.500000,42.520000,40.110001,41.139999,31.358309,9567400
2009-05-01,40.759998,41.560001,39.869999,41.209999,31.411667,5466300
2009-05-04,41.709999,42.450001,40.700001,42.119999,32.105297,11350400
2009-05-05,41.990002,42.189999,39.820000,39.900002,30.413137,7840100
2009-05-06,40.230000,40.230000,38.430000,38.689999,29.490824,13617100
2009-05-07,39.040001,39.680000,37.360001,37.480000,28.568529,14702100
2009-05-08,37.959999,39.090000,37.220001,38.820000,29.589933,12465900
2009-05-11,38.119999,38.310001,37.439999,37.490002,28.576157,8088900
2009-05-12,37.689999,39.480000,37.570000,38.759998,29.544186,9207400
2009-05-13,38.099998,39.720001,37.959999,38.930000,29.673773,8854100
2009-05-14,38.810001,40.000000,38.250000,39.950001,30.451244,6615300
2009-05-15,39.939999,40.040001,38.889999,39.759998,30.306429,6963600
2009-05-18,40.119999,40.779999,39.029999,40.599998,30.946711,8011400
2009-05-19,40.250000,40.349998,39.209999,39.270000,29.932932,6404100
2009-05-20,39.849998,40.029999,38.830002,38.980000,29.711889,6329800
2009-05-21,38.330002,39.759998,38.259998,39.700001,30.260691,5463200
2009-05-22,39.930000,40.759998,39.380001,40.259998,30.687538,4752800
2009-05-26,39.790001,41.410000,39.630001,41.410000,31.564110,6441900
2009-05-27,41.360001,41.360001,38.919998,38.919998,29.666153,8217800
2009-05-28,39.330002,39.709999,38.540001,39.450001,30.070137,5355100
2009-05-29,39.299999,40.680000,38.860001,40.660000,30.992428,5970400
2009-06-01,41.840000,42.599998,41.310001,41.910000,31.945229,9575800
2009-06-02,42.279999,43.650002,42.110001,42.980000,32.760818,7466800
2009-06-03,43.009998,43.430000,42.250000,42.700001,32.547394,6561600
2009-06-04,42.980000,43.709999,42.230000,43.619999,33.248653,7355000
2009-06-05,44.130001,45.110001,42.470001,43.750000,33.347748,27820200
2009-06-08,42.689999,44.049999,42.500000,43.919998,33.708454,7924900
2009-06-09,43.919998,44.230000,43.459999,44.040001,33.800556,4945000
2009-06-10,44.180000,44.250000,43.060001,43.770000,33.593338,4986300
2009-06-11,43.820000,44.340000,43.480000,43.570000,33.439842,4608900
2009-06-12,43.480000,43.610001,42.849998,43.200001,33.155849,3668900
2009-06-15,42.980000,43.180000,42.180000,42.560001,32.664680,4732000
2009-06-16,42.480000,42.970001,42.119999,42.369999,32.518845,4565600
2009-06-17,42.240002,43.349998,42.230000,42.509998,32.626297,4762600
2009-06-18,42.369999,42.880001,42.070000,42.529999,32.641644,4886400
2009-06-19,42.959999,43.049999,41.889999,42.080002,32.296268,6580900
2009-06-22,41.750000,42.400002,41.009998,41.060001,31.513435,6226700
2009-06-23,41.060001,41.650002,40.509998,41.000000,31.467377,4547900
2009-06-24,41.279999,41.340000,40.459999,40.759998,31.283165,4539300
2009-06-25,40.610001,41.240002,40.060001,40.910000,31.398294,5000600
2009-06-26,40.750000,41.020000,40.310001,40.880001,31.375273,5287800
2009-06-29,41.049999,41.340000,40.730000,41.009998,31.475042,5818100
2009-06-30,40.930000,41.270000,40.320000,41.040001,31.498068,5421800
2009-07-01,41.189999,41.490002,40.830002,41.130001,31.567148,4904800
2009-07-02,40.400002,40.660000,39.200001,39.200001,30.085878,6615400
2009-07-06,39.189999,39.939999,39.009998,39.939999,30.653822,5200700
2009-07-07,39.950001,39.990002,38.860001,39.040001,29.963083,5296700
2009-07-08,39.130001,39.439999,38.250000,39.070000,29.986099,6710900
2009-07-09,39.410000,39.419998,38.509998,39.049999,29.970749,4346100
2009-07-10,38.939999,39.200001,38.290001,39.000000,29.932371,3659500
2009-07-13,39.450001,40.430000,39.349998,40.400002,31.006878,5868800
2009-07-14,40.320000,40.540001,39.270000,39.540001,30.346832,4307100
2009-07-15,39.820000,40.689999,39.189999,40.349998,30.968496,8103600
2009-07-16,40.200001,40.779999,39.970001,40.540001,31.114325,3953800
2009-07-17,40.500000,40.759998,40.099998,40.419998,31.022213,4619900
2009-07-20,40.610001,40.849998,40.060001,40.470001,31.060602,3973000
2009-07-21,40.599998,40.849998,40.259998,40.709999,31.244812,3931000
2009-07-22,40.700001,41.549999,40.619999,41.360001,31.743664,4043100
2009-07-23,41.330002,42.750000,41.160000,42.610001,32.703037,4979600
2009-07-24,42.720001,43.410000,42.590000,43.220001,33.171211,3190200
2009-07-27,43.270000,43.619999,42.860001,43.540001,33.416821,3161600
2009-07-28,43.439999,43.910000,43.220001,43.349998,33.270988,3305700
2009-07-29,43.240002,43.529999,42.439999,42.630001,32.718388,3941100
2009-07-30,42.840000,43.270000,41.650002,41.939999,32.188801,8581200
2009-07-31,42.230000,43.400002,42.130001,43.070000,33.056091,4214200
